Imagen,Tipos de Daño,Piezas del Vehículo,Sugerencia,Tipos de Daño_encoded,Piezas del Vehículo_encoded,Sugerencia_encoded
540.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
541.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
542.jpg,Rotura,Luz indicadora delantera izquierda,Reemplazar,6,16,2
542.jpg,Rotura,Parachoques delantero,Reparar,6,33,1
543.jpg,Rayón,Guardabarros delantero izquierdo ,Reparar,5,12,1
544.jpg,Abolladura,Maletero,Reparar,1,21,1
545.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
546.jpg,Abolladura,Puerta delantera derecha,Reparar,1,35,1
546.jpg,Abolladura,Puerta trasera derecha,Reparar,1,37,1
546.jpg,Abolladura,Guardabarros trasero derecho,Reparar,1,13,1
546.jpg,Rotura,Rueda ,Reemplazar,6,40,2
547.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
548.jpg,Rotura,Rueda ,Reparar,6,40,1
549.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
550.jpg,Fractura,Parachoques trasero,Reparar,4,34,1
551.jpg,Desprendimiento,Parachoques delantero,Reparar,3,33,1
552.jpg,Deformación,Capó ,Reparar,2,3,1
552.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
553.jpg,Rotura,Luz trasera izquierdo,Reemplazar,6,20,2
554.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
555.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
555.jpg,Deformación,Parachoques delantero,Reparar,2,33,1
555.jpg,Rotura,Rueda ,Reemplazar,6,40,2
556.jpg,Rayón,Guardabarros trasero izquierdo,Reparar,5,14,1
556.jpg,Rayón,Puerta trasera izquierda,Reparar,5,38,1
557.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
558.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
558.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
558.jpg,Abolladura,Puerta delantera izquierda,Reparar,1,36,1
558.jpg,Rotura,Rueda ,Reparar,6,40,1
559.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
559.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
560.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
561.jpg,Deformación,Capó ,Reemplazar,2,3,2
561.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
562.jpg,Rayón,Marco de las puertas,Reparar,5,25,1
562.jpg,Rayón,Puerta trasera derecha,Reparar,5,37,1
562.jpg,Rotura,Rueda ,Reparar,6,40,1
563.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
564.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
565.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
566.jpg,Rotura,Ventanilla trasera izquierda      ,Reemplazar,6,52,2
567.jpg,Rotura,Rueda ,Reparar,6,40,1
568.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
569.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
569.jpg,Rayón,Guardabarros trasero izquierdo,Reparar,5,14,1
570.jpg,Rotura,Parabrisas trasero,Reemplazar,6,32,2
571.jpg,Abolladura,Marco de las puertas,Reparar,1,25,1
571.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
572.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
572.jpg,Abolladura,Capó ,Reparar,1,3,1
572.jpg,Rotura,Parachoques delantero,Reemplazar,6,33,2
572.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
573.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
574.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
575.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
576.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
577.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
577.jpg,Rotura,Luz trasera izquierdo,Reemplazar,6,20,2
578.jpg,Deformación,Maletero,Reparar,2,21,1
579.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
580.jpg,Rayón,Guardabarros trasero derecho,Reparar,5,13,1
580.jpg,Rayón,Puerta trasera derecha,Reparar,5,37,1
581.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
582.jpg,Abolladura,Marco de las puertas,Reparar,1,25,1
582.jpg,Deformación,Puerta delantera izquierda,Reemplazar,2,36,2
583.jpg,Abolladura,Capó ,Reparar,1,3,1
583.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
583.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
584.jpg,Desprendimiento,Guardabarros delantero izquierdo ,Reemplazar,3,12,2
584.jpg,Rayón,Capó ,Reparar,5,3,1
584.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
585.jpg,Desprendimiento,Parachoques delantero,Reparar,3,33,1
586.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
586.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
587.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
588.jpg,Abolladura,Maletero,Reparar,1,21,1
589.jpg,Rotura,Parachoques delantero,Reparar,6,33,1
589.jpg,Rotura,Rueda ,Reparar,6,40,1
589.jpg,Rotura,Antiniebla delantero izquierdo,Reemplazar,6,2,2
590.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
591.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
592.jpg,Abolladura,Guardabarros trasero derecho,Reparar,1,13,1
592.jpg,Abolladura,Puerta delantera derecha,Reparar,1,35,1
593.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
594.jpg,Deformación,Guardabarros delantero izquierdo ,Reparar,2,12,1
594.jpg,Desprendimiento,Parachoques delantero,Reparar,3,33,1
595.jpg,Rotura,Ventana trasera izquierda,Reemplazar,6,48,2
596.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
596.jpg,Rotura,Luz trasera izquierdo,Reemplazar,6,20,2
597.jpg,Desprendimiento,Moldura puerta delantera izquierda,Reemplazar,3,28,2
597.jpg,Rayón,Puerta delantera izquierda,Reparar,5,36,1
598.jpg,Abolladura,Techo ,Reparar,1,43,1
598.jpg,Abolladura,Marco de las puertas,Reparar,1,25,1
598.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
599.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
600.jpg,Rayón,Guardabarros trasero derecho,Reparar,5,13,1
601.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
602.jpg,Deformación,Parachoques delantero,Reemplazar,2,33,2
602.jpg,Deformación,Guardabarros delantero derecho ,Reparar,2,11,1
602.jpg,Deformación,Capó ,Reparar,2,3,1
602.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
603.jpg,Rotura,Rueda ,Reparar,6,40,1
604.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
605.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
606.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
607.jpg,Rayón,Espejo lateral izquierdo,Reparar,5,8,1
608.jpg,Rotura,Rueda ,Reparar,6,40,1
609.jpg,Rotura,Luz trasera derecho,Reemplazar,6,19,2
610.jpg,Deformación,Parachoques delantero,Reemplazar,2,33,2
611.jpg,Abolladura,Capó ,Reparar,1,3,1
612.jpg,Rayón,Guardabarros delantero derecho ,Reparar,5,11,1
613.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
614.jpg,Rayón,Guardabarros trasero izquierdo,Reparar,5,14,1
615.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
616.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
616.jpg,Rotura,Parachoques delantero,Reemplazar,6,33,2
617.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
617.jpg,Rotura,Parachoques delantero,Reparar,6,33,1
618.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
619.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
619.jpg,Abolladura,Guardabarros trasero derecho,Reparar,1,13,1
620.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
620.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
620.jpg,Rotura,Rueda ,Reparar,6,40,1
621.jpg,Rayón,Guardabarros trasero izquierdo,Reparar,5,14,1
622.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
622.jpg,Rotura,Luz trasera derecho,Reemplazar,6,19,2
623.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
624.jpg,Abolladura,Guardabarros trasero izquierdo,Reparar,1,14,1
624.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
625.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
625.jpg,Abolladura,Capó ,Reparar,1,3,1
625.jpg,Desprendimiento,Guardabarros delantero derecho ,Reemplazar,3,11,2
625.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
626.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
627.jpg,Desprendimiento,Espejo lateral derecho,Reemplazar,3,7,2
627.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
628.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
629.jpg,Deformación,Guardabarros delantero derecho ,Reparar,2,11,1
629.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
629.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
630.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
631.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
632.jpg,Abolladura,Maletero,Reparar,1,21,1
632.jpg,Rotura,Parachoques trasero,Reparar,6,34,1
632.jpg,Rotura,Luz trasera izquierdo,Reemplazar,6,20,2
633.jpg,Desprendimiento,Parachoques delantero,Reemplazar,3,33,2
633.jpg,Rotura,Rueda ,Reemplazar,6,40,2
634.jpg,Rotura,Rueda ,Reparar,6,40,1
635.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
636.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
637.jpg,Rayón,Guardabarros trasero izquierdo,Reparar,5,14,1
638.jpg,Abolladura,Maletero,Reparar,1,21,1
638.jpg,Desprendimiento,Parachoques trasero,Reemplazar,3,34,2
638.jpg,Desprendimiento,Guardabarros trasero derecho,Reemplazar,3,13,2
638.jpg,Rotura,Luz trasera derecho,Reemplazar,6,19,2
638.jpg,Rotura,Rueda ,Reparar,6,40,1
639.jpg,Rotura,Parachoques delantero,Reparar,6,33,1
640.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
641.jpg,Rotura,Ventanilla trasera derecha      ,Reemplazar,6,51,2
642.jpg,Rayón,Puerta delantera derecha,Reparar,5,35,1
642.jpg,Rayón,Puerta trasera derecha,Reparar,5,37,1
643.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
644.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
645.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
646.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
646.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
647.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
647.jpg,Abolladura,Puerta delantera izquierda,Reparar,1,36,1
647.jpg,Abolladura,Marco de las puertas,Reparar,1,25,1
648.jpg,Abolladura,Puerta trasera derecha,Reparar,1,37,1
648.jpg,Abolladura,Guardabarros trasero derecho,Reparar,1,13,1
649.jpg,Rotura,Rueda ,Reparar,6,40,1
650.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
650.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
650.jpg,Abolladura,Puerta delantera izquierda,Reparar,1,36,1
650.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
650.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
650.jpg,Rotura,Antiniebla delantero izquierdo,Reemplazar,6,2,2
651.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
651.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
651.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
652.jpg,Rotura,Rueda ,Reparar,6,40,1
653.jpg,Abolladura,Puerta trasera derecha,Reparar,1,37,1
654.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
655.jpg,Rayón,Puerta trasera izquierda,Reparar,5,38,1
655.jpg,Rayón,Manija izquierda,Reparar,5,23,1
655.jpg,Rayón,Guardabarros trasero izquierdo,Reparar,5,14,1
656.jpg,Abolladura,Guardabarros trasero izquierdo,Reparar,1,14,1
656.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
656.jpg,Rotura,Luz trasera izquierdo,Reemplazar,6,20,2
657.jpg,Rayón,Parabrisas delantero,Reparar,5,31,1
658.jpg,Abolladura,Capó ,Reparar,1,3,1
658.jpg,Desprendimiento,Espejo lateral derecho,Reemplazar,3,7,2
659.jpg,Abolladura,Guardabarros trasero derecho,Reparar,1,13,1
659.jpg,Desprendimiento,Parachoques trasero,Reparar,3,34,1
660.jpg,Rayón,Puerta delantera derecha,Reparar,5,35,1
661.jpg,Desprendimiento,Guardabarros delantero derecho ,Reemplazar,3,11,2
661.jpg,Rotura,Rueda ,Reemplazar,6,40,2
662.jpg,Rotura,Luz trasera izquierdo,Reemplazar,6,20,2
663.jpg,Deformación,Capó ,Reparar,2,3,1
663.jpg,Rayón,"Rejilla, parrilla",Reparar,5,39,1
663.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
664.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
664.jpg,Rayón,Guardabarros delantero izquierdo ,Reparar,5,12,1
665.jpg,Desprendimiento,Espejo lateral izquierdo,Reemplazar,3,8,2
665.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
666.jpg,Abolladura,Guardabarros trasero izquierdo,Reparar,1,14,1
667.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
668.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
669.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
670.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
671.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
671.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
672.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
673.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
673.jpg,Deformación,Capó ,Reparar,2,3,1
673.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
673.jpg,Rotura,"Rejilla, parrilla",Reemplazar,6,39,2
674.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
675.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
675.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
676.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
677.jpg,Abolladura,Guardabarros trasero izquierdo,Reparar,1,14,1
677.jpg,Abolladura,Puerta trasera izquierda,Reparar,1,38,1
677.jpg,Abolladura,Puerta delantera izquierda,Reparar,1,36,1
677.jpg,Abolladura,Marco de las puertas,Reparar,1,25,1
677.jpg,Desprendimiento,Moldura puerta trasera izquierda,Reemplazar,3,30,2
677.jpg,Desprendimiento,Moldura puerta delantera izquierda,Reemplazar,3,28,2
678.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
679.jpg,Rotura,Parabrisas trasero,Reemplazar,6,32,2
680.jpg,Abolladura,Capó ,Reparar,1,3,1
680.jpg,Rotura,Guardabarros delantero izquierdo ,Reemplazar,6,12,2
680.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
680.jpg,Rotura,Parachoques delantero,Reemplazar,6,33,2
680.jpg,Rotura,Guardabarros delantero izquierdo ,Reemplazar,6,12,2
681.jpg,Abolladura,Guardabarros trasero izquierdo,Reparar,1,14,1
682.jpg,Abolladura,Guardabarros trasero derecho,Reparar,1,13,1
683.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
684.jpg,Rotura,Parachoques delantero,Reemplazar,6,33,2
684.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
684.jpg,Rotura,Guardabarros delantero izquierdo ,Reemplazar,6,12,2
685.jpg,Rayón,Guardabarros trasero derecho,Reparar,5,13,1
686.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
687.jpg,Fractura,Marco de las puertas,Reparar,4,25,1
687.jpg,Rayón,Puerta trasera derecha,Reparar,5,37,1
688.jpg,Deformación,Parachoques trasero,Reemplazar,2,34,2
688.jpg,Deformación,Guardabarros trasero derecho,Reemplazar,2,13,2
688.jpg,Deformación,Maletero,Reemplazar,2,21,2
688.jpg,Rotura,Luz trasera derecho,Reemplazar,6,19,2
688.jpg,Rotura,Parabrisas trasero,Reemplazar,6,32,2
689.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
690.jpg,Abolladura,Guardabarros trasero izquierdo,Reparar,1,14,1
690.jpg,Abolladura,Puerta trasera izquierda,Reparar,1,38,1
691.jpg,Rotura,Rueda ,Reparar,6,40,1
692.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
693.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
694.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
695.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
696.jpg,Rayón,Guardabarros trasero derecho,Reparar,5,13,1
697.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
698.jpg,Abolladura,Guardabarros trasero derecho,Reparar,1,13,1
698.jpg,Rotura,Luz trasera derecho,Reparar,6,19,1
699.jpg,Rayón,Guardabarros trasero izquierdo,Reparar,5,14,1
700.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
701.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
702.jpg,Rayón,Puerta trasera izquierda,Reparar,5,38,1
703.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
703.jpg,Rayón,Guardabarros trasero derecho,Reparar,5,13,1
704.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
704.jpg,Deformación,Guardabarros trasero izquierdo,Reparar,2,14,1
704.jpg,Rotura,Luz trasera izquierdo,Reemplazar,6,20,2
705.jpg,Rayón,Puerta delantera izquierda,Reparar,5,36,1
705.jpg,Rayón,Manija izquierda,Reparar,5,23,1
705.jpg,Rayón,Puerta trasera izquierda,Reparar,5,38,1
706.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
707.jpg,Rotura,Guardabarros delantero derecho ,Reemplazar,6,11,2
707.jpg,Rotura,Parachoques delantero,Reemplazar,6,33,2
708.jpg,Rayón,Puerta delantera izquierda,Reparar,5,36,1
708.jpg,Rayón,Guardabarros delantero izquierdo ,Reparar,5,12,1
709.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
710.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
711.jpg,Rayón,Puerta trasera derecha,Reparar,5,37,1
711.jpg,Rayón,Puerta delantera derecha,Reparar,5,35,1
712.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
713.jpg,Fractura,Parachoques delantero,Reparar,4,33,1
713.jpg,Fractura,Faros izquierdo,Reemplazar,4,10,2
714.jpg,Fractura,Luz trasera izquierdo,Reemplazar,4,20,2
714.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
715.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
715.jpg,Abolladura,Capó ,Reparar,1,3,1
715.jpg,Fractura,Faros derecho,Reemplazar,4,9,2
715.jpg,Fractura,Luz indicadora delantera derecha,Reemplazar,4,15,2
715.jpg,Rotura,"Rejilla, parrilla",Reemplazar,6,39,2
716.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
717.jpg,Fractura,Parachoques trasero,Reparar,4,34,1
718.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
718.jpg,Abolladura,Guardabarros trasero derecho,Reparar,1,13,1
718.jpg,Rotura,Luz trasera izquierdo,Reemplazar,6,20,2
719.jpg,Rotura,Parabrisas trasero,Reemplazar,6,32,2
720.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
721.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
722.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
722.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
723.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
724.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
724.jpg,Rotura,Antiniebla delantero izquierdo,Reemplazar,6,2,2
725.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
725.jpg,Rotura,Luz indicadora delantera derecha,Reemplazar,6,15,2
726.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
727.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
728.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
729.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
730.jpg,Rotura,Rueda ,Reemplazar,6,40,2
731.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
732.jpg,Rotura,Rueda ,Reparar,6,40,1
733.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
734.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
735.jpg,Abolladura,Maletero,Reparar,1,21,1
735.jpg,Deformación,Parachoques trasero,Reparar,2,34,1
736.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
737.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
738.jpg,Rotura,Rueda ,Reparar,6,40,1
739.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
740.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
741.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
741.jpg,Abolladura,Maletero,Reparar,1,21,1
741.jpg,Abolladura,Guardabarros trasero derecho,Reparar,1,13,1
741.jpg,Rotura,Luz trasera derecho,Reemplazar,6,19,2
742.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
743.jpg,Rotura,Ventana delantera izquierda,Reemplazar,6,46,2
744.jpg,Rotura,Rueda ,Reparar,6,40,1
745.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
746.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
746.jpg,Deformación,Parachoques delantero,Reemplazar,2,33,2
746.jpg,Deformación,Capó ,Reparar,2,3,1
746.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
747.jpg,Rotura,Rueda ,Reparar,6,40,1
748.jpg,Abolladura,Capó ,Reparar,1,3,1
748.jpg,Deformación,Guardabarros delantero derecho ,Reemplazar,2,11,2
748.jpg,Deformación,Parachoques delantero,Reparar,2,33,1
748.jpg,Desprendimiento,Rueda ,Reparar,3,40,1
748.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
749.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
750.jpg,Abolladura,Marco de las puertas,Reparar,1,25,1
750.jpg,Abolladura,Techo ,Reparar,1,43,1
751.jpg,Fractura,Parachoques trasero,Reparar,4,34,1
752.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
753.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
753.jpg,Abolladura,Capó ,Reparar,1,3,1
753.jpg,Rotura,Parachoques delantero,Reparar,6,33,1
753.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
754.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
754.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
755.jpg,Fractura,Parachoques trasero,Reparar,4,34,1
756.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
756.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
756.jpg,Abolladura,Puerta delantera izquierda,Reparar,1,36,1
756.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
757.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
758.jpg,Desprendimiento,Parachoques delantero,Reparar,3,33,1
758.jpg,Desprendimiento,Guardabarros delantero derecho ,Reparar,3,11,1
758.jpg,Rotura,Antiniebla delantero derecho,Reemplazar,6,1,2
759.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
760.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
761.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
762.jpg,Abolladura,Capó ,Reparar,1,3,1
762.jpg,Deformación,Guardabarros delantero derecho ,Reemplazar,2,11,2
762.jpg,Deformación,Parachoques delantero,Reemplazar,2,33,2
762.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
763.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
764.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
764.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
765.jpg,Abolladura,Capó ,Reparar,1,3,1
765.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
766.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
766.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
767.jpg,Desprendimiento,Parachoques delantero,Reparar,3,33,1
768.jpg,Rotura,Rueda ,Reparar,6,40,1
769.jpg,Rayón,Puerta trasera derecha,Reparar,5,37,1
769.jpg,Rayón,Marco de las puertas,Reparar,5,25,1
769.jpg,Rayón,Guardabarros trasero derecho,Reparar,5,13,1
770.jpg,Abolladura,Puerta trasera derecha,Reparar,1,37,1
771.jpg,Abolladura,Puerta trasera derecha,Reparar,1,37,1
772.jpg,Rotura,Parabrisas delantero,Reparar,6,31,1
773.jpg,Rayón,Puerta delantera izquierda,Reparar,5,36,1
774.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
775.jpg,Rotura,Parabrisas delantero,Reparar,6,31,1
776.jpg,Fractura,Parachoques trasero,Reparar,4,34,1
777.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
777.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
777.jpg,Rotura,Luz trasera derecho,Reemplazar,6,19,2
778.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
778.jpg,Rotura,Luz trasera izquierdo,Reemplazar,6,20,2
779.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
780.jpg,Rayón,Guardabarros delantero derecho ,Reparar,5,11,1
781.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
782.jpg,Abolladura,Guardabarros trasero derecho,Reparar,1,13,1
782.jpg,Deformación,Puerta trasera derecha,Reparar,2,37,1
782.jpg,Deformación,Puerta delantera derecha,Reparar,2,35,1
782.jpg,Deformación,Moldura puerta trasera derecha,Reemplazar,2,29,2
783.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
784.jpg,Abolladura,Puerta delantera izquierda,Reparar,1,36,1
784.jpg,Abolladura,Puerta trasera izquierda,Reparar,1,38,1
785.jpg,Rayón,Puerta trasera derecha,Reparar,5,37,1
785.jpg,Rayón,Puerta delantera derecha,Reparar,5,35,1
786.jpg,Deformación,Puerta delantera derecha,Reparar,2,35,1
787.jpg,Rotura,Luz trasera derecho,Reemplazar,6,19,2
788.jpg,Abolladura,Guardabarros trasero derecho,Reparar,1,13,1
789.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
789.jpg,Abolladura,Capó ,Reparar,1,3,1
789.jpg,Fractura,Parachoques delantero,Reparar,4,33,1
789.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
790.jpg,Rayón,Puerta delantera derecha,Reparar,5,35,1
790.jpg,Rayón,Guardabarros delantero derecho ,Reparar,5,11,1
791.jpg,Rayón,Puerta delantera derecha,Reparar,5,35,1
791.jpg,Rayón,Guardabarros delantero derecho ,Reparar,5,11,1
